,filename,mean zero crossing rate,std zero crossing rate,max zero crossing rate,min zero crossing rate,median zero crossing rate,mean energy,std energy,max energy,min energy,median energy,mean entropy of energy,std entropy of energy,max entropy of energy,min entropy of energy,median entropy of energy,mean spectral centroid,std spectral centroid,max spectral centroid,min spectral centroid,median spectral centroid,mean spectral spread,std spectral spread,max spectral spread,min spectral spread,median spectral spread,mean spectral entropy,std spectral entropy,max spectral entropy,min spectral entropy,median spectral entropy,mean spectral flux,std spectral flux,max spectral flux,min spectral flux,median spectral flux,mean spectral rolloff,std spectral rolloff,max spectral rolloff,min spectral rolloff,median spectral rolloff,mean mfcc1,std mfcc1,max mfcc1,min mfcc1,median mfcc1,mean mfcc2,std mfcc2,max mfcc2,min mfcc2,median mfcc2,mean mfcc3,std mfcc3,max mfcc3,min mfcc3,median mfcc3,mean mfcc4,std mfcc4,max mfcc4,min mfcc4,median mfcc4,mean mfcc5,std mfcc5,max mfcc5,min mfcc5,median mfcc5,mean mfcc6,std mfcc6,max mfcc6,min mfcc6,median mfcc6,mean mfcc7,std mfcc7,max mfcc7,min mfcc7,median mfcc7,mean mfcc8,std mfcc8,max mfcc8,min mfcc8,median mfcc8,mean mfcc9,std mfcc9,max mfcc9,min mfcc9,median mfcc9,mean mfcc10,std mfcc10,max mfcc10,min mfcc10,median mfcc10,mean mfcc11,std mfcc11,max mfcc11,min mfcc11,median mfcc11,mean mfcc12,std mfcc12,max mfcc12,min mfcc12,median mfcc12,mean mfcc13,std mfcc13,max mfcc13,min mfcc13,median mfcc13,mean chroma1,std chroma1,max chroma1,min chroma1,median chroma1,mean chroma2,std chroma2,max chroma2,min chroma2,median chroma2,mean chroma3,std chroma3,max chroma3,min chroma3,median chroma3,mean chroma4,std chroma4,max chroma4,min chroma4,median chroma4,mean chroma5,std chroma5,max chroma5,min chroma5,median chroma5,mean chroma6,std chroma6,max chroma6,min chroma6,median chroma6,mean chroma7,std chroma7,max chroma7,min chroma7,median chroma7,mean chroma8,std chroma8,max chroma8,min chroma8,median chroma8,mean chroma9,std chroma9,max chroma9,min chroma9,median chroma9,mean chroma10,std chroma10,max chroma10,min chroma10,median chroma10,mean chroma11,std chroma11,max chroma11,min chroma11,median chroma11,mean chroma12,std chroma12,max chroma12,min chroma12,median chroma12,mean chroma deviation,std chroma deviation,max chroma deviation,min chroma deviation,median chroma deviation,age
0,sample-000001.mp3,0.065251969,0.063561246,0.199249687,0.005002084,0.031054606,0.020664961,0.039363141,0.167025716,8.64E-08,0.001624814,2.750226169,0.644746349,3.302352491,0.654695969,2.996640065,0.123500193,0.07527064,0.255620379,0.024131006,0.095540486,0.161690047,0.045792715,0.238595223,0.058505306,0.174990964,0.540051053,0.665548354,2.171918591,0.002450964,0.062546003,0.007431512,0.006787922,0.025875064,0,0.005453774,0.100734649,0.114285296,0.3625,0.006666667,0.024166667,-30.7664685,6.255624074,-21.59232375,-39.84096272,-29.59277315,2.826704068,1.353457678,5.594600611,0.373664485,2.970418614,0.421281282,0.517479608,1.52233616,-0.431947047,0.257781468,0.204767539,0.414961733,1.17772014,-0.757042467,0.234569828,-0.018238768,0.35944956,0.675672298,-0.884694072,0.058334628,0.186748419,0.29296877,0.750751982,-0.505183252,0.179183346,0.167940186,0.253002722,0.738140789,-0.312902662,0.14505691,0.102869283,0.250800275,0.690367293,-0.543117996,0.149223409,0.109694001,0.209656572,0.685178617,-0.398836609,0.11921359,-0.037379246,0.194383187,0.379853066,-0.535573149,-0.034753805,0.041515283,0.201748531,0.448640611,-0.321576349,0.020949416,0.133669701,0.248366504,0.657700411,-0.604795387,0.140774921,-0.070458328,0.214352581,0.511141957,-0.802805187,-0.05219499,0.01321077,0.011529068,0.053693805,0.000168456,0.010074157,0.006886892,0.014345094,0.082021279,5.04E-06,0.001677981,0.036763301,0.032468376,0.134537126,0.00069425,0.025070562,0.010973057,0.011264241,0.068230456,0.000422186,0.007261343,0.038777338,0.049230297,0.218941242,0.001386485,0.019563443,0.010244499,0.013356467,0.068639382,0.000157867,0.004954744,0.054446829,0.038363955,0.147506723,0.001271599,0.044332404,0.001442823,0.002506327,0.018369205,4.57E-06,0.000582025,0.003953088,0.006546486,0.045044217,7.60E-05,0.001936242,0.01761036,0.014956233,0.06886071,0.00082714,0.014092664,0.025927493,0.028054852,0.132794428,0.001568878,0.013836457,0.003109571,0.004050943,0.022685254,7.64E-06,0.001875158,0.024829387,0.012904373,0.059830376,0.002064119,0.024757512,young
1,sample-000003.mp3,0.067283735,0.085894736,0.361817424,0,0.03626511,0.007341303,0.013896198,0.093219257,1.14E-09,0.00033975,2.918846225,0.467545592,3.315087222,0.137913724,3.108143927,0.141346806,0.081083395,0.352755021,0.000833333,0.136800364,0.171467267,0.058097063,0.245479208,8.33E-12,0.17839141,0.399725368,0.543116999,2.160119633,0.001445489,0.15308707,0.008925453,0.038759514,0.675170401,0,0.004137557,0.076946254,0.124308933,0.433333333,0,0.0225,-32.014194,6.218093863,-21.91390291,-50.59644256,-32.4057674,2.578731952,1.360689824,5.865299598,-1.39310563,2.744736908,0.30030786,0.786309552,2.480020299,-1.865762678,0.360878128,0.290507341,0.395673551,1.66350167,-1.171109779,0.293474705,-0.177238941,0.381705655,1.019561787,-1.165307844,-0.151893747,-0.145752554,0.346653795,0.8772701,-1.20880989,-0.130037602,-0.155600644,0.350864804,0.736718423,-1.252882741,-0.108829139,0.046213214,0.274618569,0.824668593,-0.616937315,0.031756542,-0.057358329,0.269835533,0.575795793,-0.919593275,-0.026679913,-0.00225158,0.251227492,0.961037532,-0.684704585,-0.023924432,-0.026038772,0.222915776,0.528822527,-0.741176483,0,0.010244341,0.206430206,0.497972889,-0.699574163,0.010888728,0.014187923,0.204658107,0.634671107,-0.602236045,0,0.021105843,0.03023417,0.243283671,0,0.009696098,0.006361753,0.014014985,0.108827958,0,0.002046072,0.014521516,0.01464125,0.080902751,0,0.009512766,0.021188754,0.037179721,0.245871489,0,0.007272967,0.041319784,0.042627621,0.221495125,0,0.029158899,0.023663956,0.031209168,0.155718059,0,0.012300556,0.043894286,0.041919726,0.208392741,0.000173895,0.029296459,0.001267087,0.004242782,0.065226322,0,0.000338613,0.010379843,0.018490227,0.125395798,0,0.003372944,0.013622308,0.015631136,0.111477068,0,0.009551279,0.01170949,0.013557712,0.09135785,0,0.007083098,0.007786533,0.016080824,0.113978838,0,0.002619037,0.024564568,0.014181584,0.067190977,0.000371694,0.023678448,young
2,sample-000005.mp3,0.056187826,0.07216764,0.30929554,0.005835765,0.025010421,0.011655846,0.020845937,0.119733908,5.55E-07,0.001791999,2.963655501,0.395697111,3.298576747,0.653522736,3.117616018,0.11445635,0.06468879,0.306589407,0.028374763,0.096639262,0.146409842,0.040195826,0.241210188,0.04623446,0.149613095,0.416114342,0.576773288,2.329364077,0.006440506,0.177888682,0.006882018,0.005620498,0.035849831,0,0.005323355,0.082486486,0.115646391,0.486666667,0.005833333,0.0325,-28.94664468,4.354216665,-21.7355998,-36.64880371,-28.00112319,2.446277381,0.82630252,4.315845086,0.361071157,2.408946521,0.388726268,1.007494046,3.113134569,-1.886620822,0.311248532,0.160987022,0.519115285,1.621941898,-2.002805711,0.230997922,-0.020618478,0.459117903,1.307646139,-1.270111506,0.037105402,-0.133003249,0.382756977,0.954907412,-1.272469104,-0.116296583,0.187690835,0.464509313,1.205564554,-0.81824039,0.093426488,-0.038417812,0.286904971,0.737220389,-0.642618897,-0.056752113,0.034346665,0.297887563,0.963182552,-0.857392665,0.056050102,0.10830436,0.264318091,0.853014222,-0.552933316,0.107321229,-0.132598257,0.250271873,0.748105561,-0.775620334,-0.137573481,-0.015133984,0.243533455,0.832222779,-0.597997476,-0.034316822,-0.127526097,0.20222181,0.547295758,-0.679747725,-0.12641919,0.021789635,0.038201414,0.210097163,7.16E-05,0.007135342,0.004806187,0.00888837,0.060982793,3.01E-05,0.001920795,0.021999375,0.032736987,0.243178054,0.000119946,0.009694822,0.015381307,0.022688759,0.151524833,6.84E-05,0.007879454,0.03794671,0.042196012,0.200406554,8.62E-05,0.022395451,0.016507615,0.022871113,0.153104521,0.000273394,0.008665634,0.041001063,0.04065383,0.208505618,0.000188232,0.025449431,0.005677842,0.019856951,0.192880404,6.96E-06,0.000725128,0.005495509,0.010266973,0.085405794,4.10E-05,0.002329824,0.010090318,0.016998652,0.133091823,6.64E-05,0.005074278,0.026172138,0.037714463,0.208925655,0.000302526,0.009658444,0.007656468,0.013246431,0.093047029,2.44E-05,0.002808976,0.026102198,0.014403215,0.065812499,0.000455543,0.026021671,young
3,sample-000006.mp3,0.107506712,0.064128998,0.198416007,0.006252605,0.129428929,0.020981518,0.060900086,0.339482788,4.51E-06,0.000228801,3.066862741,0.330477586,3.317480399,0.529003968,3.179594118,0.164174665,0.054552529,0.240237672,0.03780692,0.184284723,0.164895517,0.03425581,0.231487764,0.086255728,0.176895191,0.923917957,0.621961491,2.019906856,0.006244856,1.181902203,0.00498698,0.008106982,0.060865716,0,0.001731878,0.177320789,0.119492396,0.378333333,0.0075,0.196666667,-29.37960129,3.431944533,-21.58439841,-34.23876889,-30.69843381,1.513384281,1.213090993,4.659035118,-2.247863977,1.291232106,0.506045485,0.840297199,3.154875433,-2.303462791,0.393294093,0.145232119,0.451408606,1.46327599,-1.149762126,0.175773215,0.080736123,0.4851279,1.408253858,-1.18430371,0.051660372,0.170658682,0.336924487,1.472142509,-0.678817082,0.149828454,0.079625765,0.31353654,0.898814263,-0.759147257,0.054522094,-0.039406379,0.284685789,0.627237134,-1.0179612,-0.029065654,-0.005629355,0.317336734,0.805993146,-0.936740992,-0.010993889,0.02033807,0.23581182,0.790536889,-0.51959313,0.002751714,-0.046110513,0.209928985,0.418039962,-0.667227511,-0.024143529,0.035415384,0.203944784,0.686897323,-0.449075252,0.030992062,-0.104750777,0.216313169,0.550570912,-0.782206449,-0.096529296,0.018462915,0.034324322,0.25318907,0.000302342,0.00905394,0.002793464,0.004592271,0.041466403,4.42E-05,0.00182228,0.026987656,0.033045481,0.227895948,0.000295751,0.017690393,0.005637432,0.005630641,0.035610704,9.37E-05,0.004116427,0.014566367,0.020024679,0.124190197,0.00014086,0.008500117,0.006171717,0.007660373,0.064586074,6.51E-05,0.003894674,0.03333922,0.034472864,0.192741294,0.000176057,0.023987171,0.003407795,0.008837128,0.083486816,6.50E-06,0.001308124,0.004586663,0.005390483,0.036192909,6.49E-06,0.00290656,0.014260183,0.022884767,0.184431366,0.000256458,0.007469907,0.036829864,0.05566349,0.240644312,0.000109296,0.015633307,0.003736557,0.004950884,0.037732355,2.34E-05,0.00217013,0.020775648,0.017269795,0.071815901,0.000648064,0.015770557,young
4,sample-000007.mp3,0.081097707,0.064334738,0.230095873,0,0.052938724,0.008568489,0.015405214,0.081486119,3.13E-09,0.000562684,2.913973364,0.441944781,3.319424869,0.562027892,3.105179095,0.146961425,0.065527293,0.274924751,0.000833333,0.136282056,0.161901669,0.037107427,0.228890448,3.86E-09,0.168974784,0.683133532,0.706333885,2.072328281,0.001426749,0.334813723,0.012245832,0.072317212,0.740503753,0,0.003726475,0.125728155,0.135243581,0.3825,0,0.0425,-29.61946738,4.726696544,-22.90947185,-50.59644256,-29.43355759,1.730113538,1.212688599,4.173694848,-1.871629687,2.065371072,0.194085479,1.131486402,2.402169439,-3.277898165,0.313802058,0.159700663,0.412262105,1.18293531,-0.802016482,0.274503031,0.127925849,0.345423019,1.139073151,-0.681290697,0.178338033,0.220894521,0.365412573,1.398912563,-0.609438667,0.154905483,-0.053128139,0.298166384,0.813732971,-0.928794037,-0.007958479,0.103238208,0.255920984,0.920737351,-0.335916262,0.035432283,-0.026067749,0.231090427,0.401018672,-0.59637043,0.009196838,0.133117393,0.222373617,0.695952337,-0.366802094,0.100305825,0.02721482,0.188899481,0.399510018,-0.575561048,0.0326435,0.133266033,0.219506864,0.710990108,-0.715315641,0.138898831,0.045377496,0.209536887,0.582696378,-0.48246229,0.055528882,0.007339796,0.007245203,0.03801666,3.98E-37,0.005081067,0.002856816,0.003542849,0.0219311,7.94E-37,0.001808923,0.072569533,0.065164451,0.258952076,1.70E-34,0.060060342,0.006369149,0.007897713,0.058007234,3.30E-36,0.004174731,0.015195021,0.015898302,0.074818438,6.76E-36,0.009891241,0.011291242,0.014691716,0.086300861,1.13E-36,0.005065311,0.055445513,0.05034789,0.216838586,0.000783648,0.039308416,0.00365173,0.008170297,0.072582534,4.76E-37,0.001370173,0.006205414,0.00737966,0.035818587,6.66E-37,0.003591363,0.016809742,0.019497528,0.072670088,6.64E-36,0.006800879,0.028570352,0.032331685,0.176338635,1.28E-35,0.016610161,0.004325224,0.007253609,0.061648745,1.25E-37,0.002163983,0.029061235,0.017429034,0.074685921,0.001601064,0.025903978,mid age
5,sample-000008.mp3,0.08175093,0.076780929,0.275948312,0,0.04793664,0.021822993,0.027526813,0.172971427,1.76E-08,0.011507003,2.634418912,0.70865094,3.321489501,0.013493021,2.916082775,0.123591329,0.062805289,0.292037817,0.000833333,0.107058724,0.132139882,0.046427713,0.246203307,6.70E-09,0.123955855,0.510290182,0.464819524,1.562502887,0.003063774,0.327477874,0.012617058,0.053237439,0.638772019,0,0.005597594,0.104240295,0.107029145,0.303333333,0,0.039166667,-27.78550983,5.869193965,-21.67626921,-50.59644256,-25.78783095,2.220648769,1.468995595,5.703673573,-2.351088746,2.522436928,-0.102309749,0.979578658,3.630552404,-2.405523568,-0.048305442,-0.721691685,0.738466474,1.373977191,-2.511158357,-0.846406088,0.270550077,0.556056562,1.68439786,-1.827242702,0.218094446,-0.480401655,0.440334091,0.943693057,-1.616069423,-0.463920702,0.145767131,0.347522129,1.191870207,-1.037923972,0.121381606,-0.16505506,0.284196654,0.618891414,-1.038661227,-0.149298606,-0.119044065,0.268036249,0.565779417,-0.816611776,-0.105086342,-0.035106523,0.300505095,0.658005278,-1.167977867,-0.032043655,-0.186293227,0.291261016,0.720566158,-1.056203668,-0.161375377,0.105459251,0.230693003,0.700010055,-0.436733744,0.072199354,-0.17807817,0.238032039,0.492424354,-0.890438817,-0.166002397,0.010930026,0.015538344,0.150758674,2.02E-34,0.005601149,0.004751954,0.008239446,0.051977272,2.56E-36,0.001383182,0.015811265,0.024820125,0.232615474,7.83E-34,0.007192073,0.027448045,0.044646307,0.276205739,9.27E-36,0.008477271,0.017635588,0.024443201,0.237086803,1.90E-35,0.010440064,0.013040012,0.020187799,0.113093893,3.37E-36,0.004998398,0.021100423,0.037641906,0.169003438,6.34E-05,0.008041773,0.004813717,0.01077797,0.090349963,1.40E-36,0.001342814,0.00751276,0.010504743,0.084089714,3.04E-36,0.003934564,0.015806752,0.024972642,0.162584362,1.86E-35,0.005804628,0.013199798,0.017074836,0.132807185,3.63E-35,0.007946047,0.00721976,0.011993786,0.08857808,1.49E-35,0.002984083,0.017411294,0.015405956,0.075583313,0.000469691,0.014069632,mid age
6,sample-000009.mp3,0.071803119,0.057462352,0.293455607,0.009170488,0.049604002,0.011469956,0.015897748,0.069121827,2.87E-09,0.003281699,2.906013184,0.530367263,3.315860025,0.014775056,3.108380815,0.130938277,0.06262636,0.338652547,0.038476113,0.115664371,0.160535193,0.042258468,0.286348616,0.073074056,0.15575148,0.573187955,0.563979591,2.30871285,0.002429367,0.362048717,0.005954557,0.005483216,0.028433014,0,0.004214001,0.097732008,0.102151016,0.529166667,0,0.063333333,-28.29093652,5.743117358,-21.91179145,-45.10155108,-26.2202175,1.473977056,1.374373574,5.364951338,-1.729275113,1.420408566,0.170556683,0.981008288,2.785401833,-1.778451125,0.17144443,-0.018886376,0.498937127,1.145991226,-1.524380324,-0.001453077,-0.312486192,0.476431735,0.706339777,-1.688681356,-0.295040399,-0.132189999,0.407121527,0.952302464,-1.278810271,-0.165789157,-0.104244571,0.40152017,0.813068586,-1.04130277,-0.105448414,-0.306281169,0.373374725,0.707736277,-1.14865705,-0.322912488,0.075395678,0.361812744,1.03995014,-0.652715691,0.022342152,-0.162426777,0.300683054,0.5398815,-0.9763002,-0.179563726,-0.247318811,0.314235804,0.380683619,-1.125633084,-0.23273436,0.17409044,0.302397785,0.906197234,-0.670152828,0.189620253,0.013410482,0.269871703,0.730495806,-1.058959833,0.044394434,0.011474726,0.016710503,0.143867476,0.000289686,0.006599704,0.004390757,0.010284409,0.100321899,1.17E-05,0.00186566,0.016811433,0.033929219,0.227828927,0.000521806,0.005566219,0.0190717,0.030704115,0.174346732,0.000125287,0.006010523,0.03278789,0.041043545,0.21420109,5.22E-05,0.019107046,0.024543794,0.045053475,0.294553196,0.000124662,0.007098024,0.016718594,0.023665824,0.18599661,0.000344708,0.010846866,0.002821861,0.006908718,0.071665582,1.89E-05,0.001088884,0.006268937,0.010806152,0.1077189,0.000188069,0.003125553,0.008997632,0.013810445,0.107072658,0.00022905,0.00400318,0.010785942,0.019757375,0.185366276,0.000156605,0.005358441,0.010046537,0.015953739,0.121773354,0.000136555,0.004455018,0.020391668,0.015883811,0.080845482,0.000808336,0.015822524,mid age
7,sample-000011.mp3,0.069486317,0.060473801,0.270946228,0.005835765,0.044601917,0.005833076,0.009417075,0.048312692,1.08E-08,0.00154342,2.70016439,0.696995882,3.309591156,0.327853793,2.969825225,0.1302241,0.064292407,0.387538382,0.026264679,0.1102796,0.150933854,0.048650509,0.241181458,0.065183471,0.149359656,0.60760836,0.533151412,2.084520533,0.006569142,0.428552071,0.005491955,0.00573504,0.033172724,0,0.003900997,0.093735465,0.084942529,0.564166667,0.003333333,0.08125,-29.77330346,5.74604479,-21.84120964,-42.71086078,-28.11443814,1.517344622,1.141014502,3.991474346,-1.928503458,1.746443191,0.972854174,0.930601141,2.981277128,-0.994703167,0.973843406,0.158529536,0.701652077,2.03905855,-1.771729977,0.174202347,0.005914111,0.480732719,1.011459474,-1.618800042,0.053027444,0.271280871,0.364662966,1.191754181,-0.595102949,0.300213339,-0.081558326,0.357492489,0.860238703,-1.192803473,-0.045479352,0.071557368,0.351682217,0.843877617,-0.942113261,0.075308612,-0.068118476,0.354873095,0.823893861,-1.235160187,-0.045621395,0.106683121,0.251423525,0.760338155,-0.575442362,0.094722095,-0.066697435,0.256788313,0.611742696,-0.653788053,-0.085785575,0.085305318,0.262914036,0.821087891,-0.562823525,0.081644736,0.029681906,0.20239468,0.514018021,-0.444606287,0.011839923,0.008743789,0.008769371,0.051085252,0.000402065,0.005972865,0.002850208,0.003912808,0.020542946,1.96E-05,0.001342849,0.025279947,0.041577,0.277987259,0.000426804,0.011114566,0.007351195,0.008430186,0.053800238,0.000114978,0.00444363,0.029286013,0.038025763,0.187473038,0.000533378,0.012195918,0.011845369,0.014634087,0.087947608,0.000117247,0.006570754,0.062795842,0.054725989,0.289040849,0.000675428,0.051459464,0.001740135,0.002478254,0.016014666,9.80E-06,0.000903145,0.004186883,0.004700158,0.033262799,2.03E-05,0.002525474,0.017080489,0.022805593,0.143769851,0.000569719,0.008854988,0.018417525,0.023847231,0.124079459,0.000750665,0.008774772,0.003098127,0.003537636,0.032242222,2.78E-05,0.002076982,0.023874872,0.016795368,0.081621301,0.001020111,0.021428477,young
8,sample-000014.mp3,0.067857944,0.063010839,0.306794498,0,0.052105044,0.009783145,0.018284185,0.0834965,4.58E-09,0.000618344,2.871068348,0.486303838,3.320219995,0.707029855,3.005881369,0.132140819,0.054237108,0.298904576,0.000833333,0.137348888,0.159869371,0.039836735,0.229077014,4.44E-09,0.16722502,0.571647851,0.621001882,2.630954874,0.014504409,0.406429605,0.014655192,0.084665285,0.816472012,0,0.004172737,0.096282051,0.124685459,0.618333333,0,0.04,-30.19650643,4.775099373,-22.7390638,-50.59644256,-29.79151308,1.918079274,1.238940609,4.38564854,-0.813483103,1.52276206,0.73519212,0.855460867,2.823844489,-0.886906455,0.425465085,-0.131921925,0.574569768,0.629022356,-1.445172277,-0.068089443,0.067475122,0.257607169,0.778079582,-0.533922276,0.093503087,0.09694691,0.254217858,0.890447481,-0.680797621,0.116378298,0.136658879,0.270958828,1.019598583,-0.423077469,0.100317806,0.045432018,0.24665731,0.72185344,-0.521859743,0.031863042,0.072719474,0.23524555,0.535682931,-0.510541701,0.07036979,0.078443891,0.219425467,0.74158875,-0.390179063,0.097029593,0.027719813,0.227802038,0.584817375,-0.623184991,0.05785047,0.225817142,0.235543295,0.807800643,-0.429310412,0.233819202,-0.007229113,0.184535509,0.404545191,-0.585540401,0.009518454,0.012061138,0.026608335,0.155354975,1.96E-34,0.003470364,0.002260719,0.004659097,0.036690153,3.32E-37,0.000861757,0.064853733,0.074388005,0.356815816,2.99E-34,0.037425063,0.009959371,0.015659055,0.073874897,3.09E-38,0.004285467,0.041540156,0.053071006,0.216993376,2.44E-38,0.020303252,0.006321845,0.008383767,0.037878625,2.11E-37,0.002521814,0.071750296,0.071303801,0.265139685,0.000851051,0.043228692,0.001230448,0.001273242,0.006055101,6.42E-38,0.000859631,0.003896955,0.005533615,0.037214497,1.15E-36,0.002347071,0.009680294,0.012741111,0.087287882,0,0.005323925,0.017123835,0.016978459,0.100118839,4.66E-37,0.01207085,0.004373233,0.011844993,0.094220921,1.41E-35,0.001119949,0.035462743,0.022116845,0.098674574,0.00112173,0.035638678,young
9,sample-000016.mp3,0.091057286,0.070631157,0.244268445,0,0.074406003,0.007852719,0.016308214,0.083802015,3.58E-10,0.001099398,2.875601085,0.450598286,3.30019286,0.952750997,3.035776149,0.151769703,0.073608742,0.343323089,0.000833333,0.152741052,0.160364675,0.042451492,0.240905996,8.33E-12,0.165647797,0.660720832,0.641362571,2.205942795,0.002458488,0.51940608,0.010077834,0.049686171,0.530590763,0,0.003479669,0.130081845,0.121473926,0.4225,0,0.0625,-29.82601651,4.644246036,-22.2794528,-50.59644256,-29.25953663,2.545750731,1.284018379,4.915595358,-1.083495653,2.296463775,-0.435905666,0.867465427,1.588831437,-2.830774023,-0.409208982,-0.253099338,0.384150235,0.854048586,-1.705020023,-0.273532105,-0.316470466,0.351089899,0.697701171,-1.142721315,-0.359226537,-0.316627922,0.314033445,0.334492592,-1.227783394,-0.290223634,0.268639158,0.310688216,0.959683487,-0.483941893,0.260646359,-0.047165754,0.25919262,0.590048838,-0.649153731,-0.029394415,-0.17276201,0.320316802,0.50027321,-1.167253364,-0.150711114,-0.156896041,0.231109936,0.445156583,-0.651047127,-0.135057135,-0.187017969,0.229530994,0.409949879,-0.779582805,-0.203102445,0.009985957,0.197408438,0.709597735,-0.404967876,-0.019168236,-0.041072768,0.192559359,0.523940916,-0.456184856,-0.038991022,0.010021434,0.00801194,0.035329433,0,0.008323934,0.005922786,0.006803668,0.034042955,0,0.002850436,0.014126365,0.013631029,0.083834655,0,0.01050704,0.03453413,0.043591582,0.225634987,0,0.015583985,0.020860388,0.020445616,0.119869225,0,0.014807655,0.020204352,0.024929327,0.167199776,0,0.011865935,0.017683938,0.022353439,0.166666667,0.000765502,0.011056917,0.003444247,0.00449807,0.025010862,0,0.00184151,0.006540324,0.009973826,0.059550185,0,0.003007437,0.01142159,0.015000779,0.121571624,0,0.006810484,0.012966557,0.013037637,0.061115315,0,0.008555579,0.005570287,0.006593812,0.039424991,0,0.003439015,0.015862041,0.011808054,0.061004165,0.000791142,0.013966421,young
